 0	2786	8	8	15
 1	2774	6	8	15
 2	2781	3	2	15
 3	2835	7	4	15
 4	2813	5	3	15
 5	2770	5	4	15
 6	2825	6	3	15
 7	2843	4	4	15
 8	2868	7	5	15
 9	2792	6	3	15
 10	2728	6	4	15
 11	2803	5	3	15
 12	2802	7	3	15
 13	2792	6	3	15
 14	2927	6	5	15
 15	2886	6	4	15
 16	2727	6	1	15
 17	2841	3	7	15
 18	2778	6	5	15
 19	2728	6	3	15
 20	2750	4	4	15
 21	2759	4	4	15
 22	2678	6	2	15
 23	2747	7	5	15
 24	2753	7	5	15
 25	2741	5	4	15
 26	2693	5	2	15
 27	2813	8	3	15
 28	2715	8	5	15
 29	2743	8	6	15
 30	2831	6	6	15
 31	2807	7	5	15
 32	2900	6	4	15
 33	2723	2	2	15
 34	2846	6	2	15
 35	2900	4	5	15
 36	2787	6	4	15
 37	2883	6	7	15
 38	2949	6	4	15
 39	2851	8	3	15
 40	2800	5	5	15
 41	2805	7	6	15
 42	2818	8	7	15
 43	2770	8	3	15
 44	2841	7	2	15
 45	2797	6	7	15
 46	2821	6	4	15
 47	2834	6	4	15
 48	2807	6	2	15
 49	2747	5	5	15
 50	2791	5	2	15
 51	2793	7	4	15
 52	2937	7	6	15
 53	2880	5	3	15
 54	2973	5	2	15
 55	2895	6	6	15
 56	2922	5	5	15
 57	2869	8	4	15
 58	2806	6	3	15
 59	2905	8	5	15
 60	2992	7	5	15
 61	2925	7	5	15
 62	2900	7	4	15
 63	2948	8	3	15
 64	2994	7	4	15
 65	2877	4	4	15
 66	2792	6	3	15
 67	2760	6	4	15
 68	2768	6	5	15
 69	2826	9	4	15
 70	2755	4	4	15
 71	2762	5	1	15
 72	2741	6	2	15
 73	2857	8	4	15
 74	2949	6	7	15
 75	2816	7	3	15
 76	2925	7	5	15
 77	2901	3	6	15
 78	2859	6	7	15
 79	2963	6	4	15
 80	2846	7	4	15
 81	2853	7	3	15
 82	2869	7	5	15
 83	2883	5	5	15
 84	2933	6	4	15
 85	2843	8	5	15
 86	2870	6	3	15
 87	2900	4	3	15
 88	2973	7	3	15
 89	2869	4	2	15
 90	2969	7	4	15
 91	2853	3	6	15
 92	2880	4	4	15
