 0	4637	10	8	24
 1	4649	10	8	24
 2	4617	9	7	24
 3	4730	10	8	24
 4	4629	9	8	24
 5	4663	10	8	24
 6	4687	10	8	24
 7	4707	8	6	24
 8	4701	10	8	24
 9	4641	10	8	24
 10	4569	10	7	24
 11	4654	8	7	24
 12	4661	9	6	24
 13	4629	8	8	24
 14	4686	10	8	24
 15	4695	9	7	24
 16	4646	10	6	24
 17	4687	9	8	24
 18	4639	9	8	24
 19	4648	9	7	24
 20	4621	8	7	24
 21	4619	10	8	24
 22	4549	10	6	24
 23	4668	9	8	24
 24	4645	10	8	24
 25	4642	10	8	24
 26	4572	9	8	24
 27	4678	9	7	24
 28	4628	10	7	24
 29	4623	9	7	24
 30	4691	9	8	24
 31	4679	10	8	24
 32	4713	10	7	24
 33	4627	9	8	24
 34	4619	8	8	24
 35	4653	9	8	24
 36	4640	8	8	24
 37	4677	9	8	24
 38	4676	10	7	24
 39	4679	10	8	24
 40	4701	9	5	24
 41	4702	9	8	24
 42	4673	9	8	24
 43	4608	10	8	24
 44	4660	10	7	24
 45	4686	9	8	24
 46	4669	9	8	24
 47	4690	10	7	24
 48	4666	10	8	24
 49	4581	9	8	24
 50	4675	10	7	24
 51	4656	9	8	24
 52	4700	9	8	24
 53	4644	9	8	24
 54	4682	10	6	24
 55	4707	9	8	24
 56	4711	10	8	24
 57	4666	9	7	24
 58	4624	9	7	24
 59	4725	10	8	24
 60	4727	10	8	24
 61	4704	10	8	24
 62	4664	10	7	24
 63	4711	10	8	24
 64	4747	10	7	24
 65	4636	10	7	24
 66	4719	10	7	24
 67	4632	9	7	24
 68	4656	10	8	24
 69	4687	10	6	24
 70	4643	9	6	24
 71	4684	9	8	24
 72	4616	10	7	24
 73	4695	10	8	24
 74	4701	10	8	24
 75	4597	9	7	24
 76	4621	10	8	24
 77	4701	9	7	24
 78	4661	9	8	24
 79	4691	9	8	24
 80	4639	10	6	24
 81	4680	10	8	24
 82	4652	9	8	24
 83	4639	10	8	24
 84	4642	10	7	24
 85	4672	8	8	24
 86	4653	10	5	24
 87	4683	9	6	24
 88	4717	9	7	24
 89	4637	8	8	24
 90	4739	9	8	24
 91	4713	8	8	24
 92	4636	9	8	24
 93	4642	10	8	24
 94	4728	10	7	24
 95	4697	10	8	24
 96	4602	9	7	24
 97	4604	10	8	24
 98	4713	9	7	24
 99	4641	10	7	24
 100	4559	8	7	24
 101	4635	8	7	24
 102	4679	9	7	24
 103	4539	9	6	24
 104	4718	10	8	24
 105	4673	10	8	24
 106	4662	10	7	24
 107	4685	10	7	24
 108	4667	9	6	24
 109	4706	10	7	24
 110	4645	10	7	24
 111	4617	9	7	24
 112	4541	9	7	24
 113	4685	10	8	24
 114	4620	10	7	24
 115	4668	10	8	24
 116	4646	10	7	24
 117	4641	10	8	24
 118	4767	10	8	24
 119	4633	9	8	24
 120	4673	8	8	24
 121	4634	10	8	24
 122	4583	10	7	24
 123	4738	9	8	24
 124	4698	10	7	24
 125	4693	9	5	24
 126	4734	9	8	24
 127	4630	10	7	24
 128	4736	10	8	24
 129	4728	10	8	24
 130	4596	9	8	24
 131	4658	10	7	24
 132	4650	10	8	24
 133	4666	10	8	24
 134	4696	10	6	24
 135	4723	10	8	24
 136	4622	10	8	24
 137	4687	10	6	24
 138	4677	10	6	24
 139	4648	9	7	24
 140	4655	10	8	24
 141	4674	9	8	24
 142	4724	10	8	24
 143	4643	9	8	24
 144	4711	9	7	24
 145	4700	8	6	24
 146	4678	9	7	24
 147	4699	10	8	24
 148	4685	9	8	24
 149	4622	10	8	24
 150	4610	8	8	24
 151	4655	9	8	24
 152	4730	8	8	24
 153	4682	9	6	24
 154	4654	10	8	24
 155	4599	10	8	24
 156	4643	9	6	24
 157	4736	9	8	24
 158	4678	10	7	24
 159	4722	10	8	24
 160	4715	10	8	24
 161	4621	10	8	24
 162	4705	10	8	24
 163	4738	10	8	24
 164	4667	9	7	24
 165	4651	8	8	24
 166	4767	10	8	24
 167	4587	10	8	24
 168	4651	10	8	24
 169	4694	9	8	24
 170	4720	8	8	24
 171	4704	10	8	24
 172	4566	9	8	24
 173	4664	10	8	24
 174	4576	9	7	24
 175	4664	9	8	24
 176	4649	10	7	24
 177	4695	10	8	24
 178	4675	10	6	24
 179	4630	10	7	24
 180	4650	9	7	24
 181	4726	10	8	24
 182	4615	10	8	24
 183	4703	10	8	24
 184	4721	10	7	24
 185	4676	7	8	24
 186	4715	10	8	24
 187	4645	10	7	24
 188	4672	8	7	24
 189	4707	10	7	24
 190	4686	9	8	24
 191	4560	9	8	24
 192	4678	9	8	24
 193	4728	10	8	24
 194	4644	10	7	24
 195	4680	10	8	24
 196	4760	10	8	24
 197	4720	10	7	24
 198	4673	10	8	24
 199	4678	10	8	24
 200	4662	9	7	24
 201	4684	9	7	24
 202	4687	10	8	24
 203	4690	9	7	24
 204	4653	10	7	24
 205	4691	10	8	24
 206	4626	8	8	24
 207	4750	10	8	24
 208	4677	10	8	24
 209	4669	10	8	24
 210	4645	10	8	24
 211	4641	10	8	24
 212	4677	10	8	24
 213	4687	9	8	24
 214	4662	10	8	24
 215	4681	10	8	24
 216	4659	10	6	24
 217	4694	10	7	24
 218	4731	8	7	24
 219	4697	10	8	24
 220	4664	9	7	24
 221	4677	9	7	24
 222	4640	9	8	24
 223	4741	10	6	24
 224	4650	10	8	24
 225	4698	9	6	24
 226	4632	10	7	24
 227	4726	10	8	24
 228	4693	10	8	24
 229	4703	9	8	24
 230	4661	9	7	24
 231	4661	10	8	24
 232	4728	10	8	24
 233	4638	10	6	24
 234	4677	9	8	24
 235	4696	10	7	24
 236	4658	9	8	24
 237	4649	9	8	24
 238	4708	10	8	24
 239	4715	10	7	24
 240	4684	9	8	24
 241	4570	8	5	24
 242	4662	9	6	24
 243	4681	10	8	24
 244	4693	9	7	24
 245	4567	10	7	24
 246	4706	10	8	24
 247	4656	10	8	24
 248	4719	9	8	24
 249	4665	10	8	24
 250	4685	9	7	24
 251	4641	8	8	24
 252	4704	10	8	24
 253	4688	9	8	24
 254	4663	9	8	24
 255	4733	9	8	24
 256	4583	10	7	24
 257	4637	9	8	24
 258	4697	9	8	24
 259	4684	9	7	24
 260	4622	8	8	24
 261	4760	9	8	24
 262	4563	10	7	24
 263	4722	9	7	24
 264	4606	10	7	24
 265	4639	10	7	24
 266	4723	10	8	24
 267	4669	9	8	24
 268	4685	9	8	24
 269	4743	9	8	24
 270	4742	9	7	24
 271	4599	10	6	24
 272	4637	10	8	24
 273	4663	9	6	24
 274	4804	9	8	24
 275	4695	10	7	24
 276	4632	10	7	24
 277	4701	10	8	24
 278	4693	8	7	24
 279	4659	9	8	24
 280	4670	9	7	24
 281	4643	9	8	24
 282	4734	10	8	24
 283	4730	10	8	24
 284	4744	9	8	24
 285	4617	9	7	24
 286	4591	9	6	24
 287	4677	10	8	24
 288	4668	9	7	24
 289	4694	10	8	24
 290	4620	9	8	24
 291	4601	10	7	24
 292	4724	10	8	24
 293	4678	9	7	24
 294	4572	8	7	24
 295	4608	9	7	24
 296	4668	10	8	24
 297	4609	8	7	24
 298	4629	10	8	24
 299	4635	10	7	24
 300	4645	9	8	24
 301	4689	10	8	24
 302	4672	8	7	24
 303	4604	9	6	24
 304	4635	10	7	24
 305	4598	8	8	24
 306	4624	9	7	24
 307	4613	9	6	24
 308	4633	10	8	24
 309	4644	10	7	24
 310	4560	10	8	24
 311	4668	10	8	24
 312	4669	8	6	24
 313	4662	9	7	24
 314	4737	10	7	24
 315	4606	9	8	24
 316	4621	8	8	24
 317	4630	9	7	24
 318	4563	9	8	24
 319	4651	9	7	24
 320	4609	10	8	24
 321	4694	10	8	24
 322	4688	7	6	24
 323	4706	10	8	24
 324	4639	10	7	24
 325	4652	10	8	24
 326	4640	9	6	24
 327	4593	10	6	24
 328	4648	10	6	24
 329	4646	10	7	24
 330	4695	10	8	24
 331	4604	10	8	24
 332	4684	10	8	24
 333	4612	10	7	24
 334	4636	9	8	24
 335	4674	9	8	24
 336	4644	9	7	24
 337	4699	10	8	24
 338	4663	10	8	24
 339	4606	8	8	24
 340	4601	8	7	24
 341	4656	9	7	24
 342	4702	8	8	24
 343	4654	9	7	24
