 0	977	1	3	8
 1	1017	3	3	8
 2	1008	0	1	8
 3	976	4	0	8
 4	1044	2	1	8
 5	975	0	1	8
 6	988	2	2	8
 7	1009	2	3	8
 8	994	2	1	8
 9	972	2	0	8
 10	983	3	2	8
 11	992	1	0	8
 12	1010	2	1	8
 13	998	5	0	8
 14	1044	0	2	8
 15	1005	2	1	8
 16	960	4	0	8
 17	967	1	2	8
 18	974	2	1	8
 19	948	1	2	8
 20	947	1	2	8
 21	968	1	1	8
 22	940	5	1	8
 23	931	3	2	8
 24	979	2	1	8
 25	975	2	2	8
 26	951	0	1	8
 27	1007	3	2	8
 28	998	2	1	8
 29	993	3	2	8
 30	984	1	3	8
 31	1024	4	2	8
 32	1025	2	0	8
 33	1009	1	2	8
 34	1001	2	1	8
 35	1035	1	1	8
 36	973	0	1	8
 37	1023	2	2	8
 38	1035	1	0	8
 39	1008	2	0	8
 40	968	1	0	8
 41	994	1	1	8
 42	1002	4	3	8
 43	988	2	1	8
 44	1015	2	2	8
 45	996	1	3	8
 46	986	1	2	8
 47	991	3	2	8
 48	978	2	0	8
 49	1009	1	2	8
 50	1022	3	0	8
 51	1018	3	3	8
 52	1064	2	3	8
 53	1078	0	2	8
 54	1067	0	0	8
 55	1043	1	2	8
 56	1046	2	0	8
 57	1045	4	2	8
 58	1004	1	3	8
 59	1019	1	1	8
 60	1053	3	2	8
 61	1095	3	1	8
 62	1031	2	2	8
 63	1052	2	0	8
 64	1073	4	1	8
 65	1066	1	0	8
 66	997	2	0	8
 67	983	3	1	8
 68	983	2	1	8
 69	1009	2	1	8
 70	963	0	1	8
 71	985	1	0	8
 72	990	2	0	8
 73	1023	6	1	8
 74	1033	1	2	8
 75	1077	2	0	8
 76	1102	4	2	8
 77	1065	2	2	8
 78	1074	2	2	8
 79	1042	1	1	8
 80	1093	3	1	8
 81	1067	4	0	8
 82	1036	3	0	8
 83	1056	3	0	8
 84	1079	3	3	8
 85	1021	3	5	8
 86	1013	2	0	8
 87	1056	1	1	8
 88	1061	2	0	8
 89	1068	2	2	8
 90	1079	2	1	8
 91	1038	3	0	8
 92	1057	3	0	8
 93	1041	2	3	8
 94	1020	2	3	8
 95	1052	1	2	8
 96	1026	0	2	8
 97	1079	2	1	8
 98	1031	0	1	8
 99	1052	1	1	8
 100	1039	2	1	8
 101	1057	2	1	8
 102	1058	2	2	8
 103	995	1	0	8
 104	1077	1	2	8
 105	1004	2	3	8
 106	993	2	2	8
 107	1052	3	1	8
 108	1012	2	0	8
 109	1050	3	1	8
 110	997	2	1	8
 111	1022	2	2	8
 112	1057	2	1	8
 113	1054	0	1	8
 114	1024	2	0	8
 115	1070	4	2	8
 116	1069	0	2	8
 117	1036	2	2	8
 118	1093	2	2	8
 119	993	1	0	8
 120	1017	2	0	8
 121	1075	3	1	8
 122	1062	1	1	8
 123	1093	4	1	8
 124	1021	4	2	8
 125	1054	1	1	8
 126	1003	1	1	8
 127	1027	1	2	8
 128	1066	2	2	8
 129	1088	1	2	8
 130	1058	2	4	8
 131	1073	0	1	8
 132	1056	0	2	8
 133	1068	2	1	8
 134	989	0	1	8
 135	1044	2	2	8
 136	1063	1	1	8
 137	1065	0	1	8
 138	1077	5	1	8
 139	1080	1	2	8
 140	1037	1	1	8
